make,model,year_of_manufacture,color,condition,mileage,engine_size,registered_city,selling_condition,bought_condition,transmission_system
Mercedes-Benz,A-Class,2004,Black,Local Used,230210,1500,KADUNA,Registered,Imported,Automatic
Toyota,RAV4,2016,Black,Local Used,127766,2500,N/A,Registered,Imported,CVT
Toyota,Camry,1998,Gray,Local Used,328502,2400,LAGOS,Registered,Registered,Automatic
Peugeot,407,2004,Gray,Local Used,678313,2200,ABUJA,Registered,Registered,Automatic
Toyota,Venza,2013,Black,Foreign Used,175569,2700,N/A,Imported,Imported,Automatic
Mitsubishi,Pajero,2008,Black,Local Used,348645,3000,LAGOS,Registered,Imported,Automatic
Mercedes-Benz,GL-Class,2014,Black,Local Used,116756,4600,N/A,Registered,Imported,Automatic
Toyota,Corolla,2004,Red,Local Used,299999,1800,IMO,Registered,Registered,Automatic
Pontiac,Vibe,2006,Red,Local Used,353469,1800,Kaduna,Registered,Imported,Automatic
Toyota,RAV4,2015,Silver,Local Used,165687,2500,LAGOS,Registered,Registered,Automatic
Mitsubishi,Montero,2003,Silver,Local Used,193369,3800,Lagos,Registered,Imported,Automatic
Land Rover,Range Rover Velar,2018,Gray,Foreign Used,106696,3000,N/A,Imported,Imported,Automatic
Volkswagen,Jetta,2006,Black,Local Used,184505,2500,LAGOS,Registered,Registered,Automatic
Hyundai,Sonata,2017,Brown,Foreign Used,78687,2400,N/A,Imported,Imported,Automatic
Toyota,Yaris,2013,Blue,Foreign Used,67894,1800,N/A,Imported,Imported,Automatic
Toyota,Corolla,2005,Blue,Local Used,296312,1800,Abuja,Registered,Registered,Automatic
Toyota,Camry,2007,White,Local Used,307305,2400,N/A,Registered,Registered,Automatic
Acura,CSX,2010,Black,Local Used,303625,2000,Lagos,Registered,Imported,Automatic
Infiniti,QX,2005,Green,Local Used,118867,5600,N/A,Registered,Imported,Automatic
Toyota,Highlander,2004,Gold,Local Used,307961,3300,OGUN,Registered,Imported,Automatic
Mercedes-Benz,M Class,2006,Gold,Local Used,189865,3500,LAGOS,Registered,Imported,Automatic
Mercedes-Benz,GLK-Class,2010,White,Foreign Used,271556,3500,N/A,Imported,Imported,Automatic
Ford,Escape,2009,Black,Local Used,262624,3000,ABUJA,Registered,Registered,Automatic
Toyota,Corolla,2017,Black,Local Used,87345,1800,LAGOS,Registered,Registered,Automatic
Honda,Accord,2005,Gray,Local Used,305357,2400,N/A,Registered,Imported,Automatic
Volkswagen,Sharan,2001,Black,Local Used,245461,2000,LAGOS,Registered,Imported,Automatic
Toyota,Sienna,2011,Gray,Local Used,108523,3500,N/A,Registered,Imported,Automatic
Hyundai,Sonata,2011,Black,Foreign Used,287408,2400,N/A,Imported,Imported,Automatic
Toyota,Camry,2004,Silver,Local Used,424225,2400,LAGOS,Registered,Registered,Automatic
Lexus,GX,2010,Black,Local Used,55184,4600,N/A,Registered,Imported,Automatic
Mercedes-Benz,C300,2016,White,Local Used,335333,3000,ABUJA,Registered,Imported,CVT
Honda,Pilot,2009,Red,Local Used,125280,3500,KADUNA,Registered,Registered,Automatic
Toyota,Land Cruiser,2010,Black,Local Used,136271,4700,N/A,Registered,Registered,Automatic
Toyota,Camry,2003,Green,Local Used,326621,2400,ABUJA,Registered,Registered,Automatic
Lexus,RX 400h,2006,Black,Local Used,299358,3300,LAGOS,Registered,Imported,Automatic
Volvo,240,1990,Silver,Local Used,223123,2300,ABIA,Registered,Registered,Manual
Honda,Civic,2007,White,Local Used,236164,1300,N/A,Registered,Imported,Automatic
Toyota,Camry,2009,Blue,Local Used,118962,3500,LAGOS,Registered,Registered,Automatic
Acura,MDX,2001,Green,Local Used,316904,3500,N/A,Registered,Imported,Automatic
Mercedes-Benz,M Class,2005,Silver,Local Used,331765,3700,ABUJA,Registered,Registered,Automatic
Kia,Rio,2013,Brown,Local Used,97422,1400,LAGOS,Registered,Registered,Manual
Lexus,IS,2007,Red,Local Used,187864,2500,Abuja,Registered,Imported,Automatic
Lexus,RX 350,2018,Red,Foreign Used,1341512,3500,N/A,Imported,Imported,Automatic
Mitsubishi,Montero Sport,2019,Black,Local Used,72658,3000,N/A,Registered,Brand new,Automatic
Kia,Optima,2014,Gray,Local Used,100672,2500,Kano State,Registered,Imported,Automatic
Land Rover,Range Rover Velar,2018,White,Foreign Used,101884,3000,N/A,Imported,Imported,Automatic
Honda,Accord,2005,Gray,Local Used,405991,2400,ENUGU,Registered,Registered,Automatic
Kia,Optima,2007,Silver,Local Used,167520,2000,LAGOS,Registered,Registered,Automatic
Ford,Escape,2015,Black,Local Used,182040,2000,Lagos,Registered,Imported,Automatic
Toyota,Corolla,2005,Blue,Local Used,136415,1800,N/A,Registered,Registered,Automatic
Mitsubishi,Eclipse,2021,Black,Local Used,39258,1500,N/A,Registered,Registered,CVT
Toyota,Tundra,2010,Silver,Local Used,97119,5700,LAGOS,Registered,Registered,Automatic
Ford,Mondeo,2007,Blue,Local Used,228482,2300,lagos,Registered,Imported,Automatic
Honda,Accord,2005,Black,Local Used,92058,2500,N/A,Registered,Imported,Automatic
Toyota,Avalon,2004,Black,Local Used,N/A,3000,EDO,Registered,Registered,Automatic
Ford,Edge,2007,Black,Local Used,327455,3200,N/A,Registered,Imported,Automatic
Lexus,RX 350,2010,Gold,Foreign Used,162187,3500,N/A,Imported,Imported,Automatic
Mercedes-Benz,E200,1994,Gray,Local Used,164401,2000,Osun,Registered,Registered,Automatic
Toyota,Camry,2008,Silver,Local Used,112371,2500,Lagos,Registered,Imported,Automatic
Honda,Civic,2006,Blue,Local Used,1159697,1800,Lagos,Registered,Registered,Automatic
Mercedes-Benz,E350,2006,Silver,Local Used,163329,3500,ABUJA,Registered,Imported,Automatic
Toyota,Highlander,2009,Black,Local Used,330926,3500,Lagos,Registered,Imported,Automatic
Mercedes-Benz,GLE53,2022,Green,Foreign Used,119549,3000,N/A,Imported,Imported,Automatic
Land Rover,Range Rover Velar,2018,Black,Foreign Used,122060,3000,N/A,Imported,Imported,Automatic
Mitsubishi,SpaceWagon,2005,Silver,Foreign Used,161336,1600,N/A,Imported,Imported,Automatic
Peugeot,307,2006,Green,Local Used,N/A,1600,PLATEAU,Registered,Registered,Manual
Toyota,Land Cruiser,2009,Black,Local Used,296814,4000,N/A,Registered,Brand new,Automatic
Toyota,Camry,2007,Silver,Foreign Used,80623,2400,N/A,Imported,Imported,Automatic
Ford,Escape,2009,Silver,Local Used,275750,2500,LAGOS,Registered,Imported,Automatic
Nissan,Serena,1993,Gray,Foreign Used,146257,1800,N/A,Imported,Imported,Manual
Toyota,Venza,2013,Brown,Foreign Used,211422,3500,N/A,Imported,Imported,Automatic
Lexus,RX 300,2001,Black,Local Used,135253,3000,LAGOS,Registered,Registered,Automatic
Peugeot,508,2016,Green,Local Used,40466,1600,N/A,Registered,Brand new,Automatic
Dodge,Nitro,2008,Silver,Local Used,180520,3700,Lagos State,Registered,Imported,Automatic
Hyundai,Creta,2018,Silver,Local Used,206808,1600,N/A,Registered,Brand new,Automatic
Ford,F-150,2017,White,Foreign Used,120829,3500,N/A,Imported,Imported,Automatic
Toyota,Camry,2002,Gray,Local Used,413255,2400,LAGOS,Registered,Registered,Automatic
Honda,Accord,2008,Gray,Local Used,92809,2400,Abuja,Registered,Registered,Automatic
Toyota,Avensis,2005,Black,Local Used,126122,2000,N/A,Registered,Registered,Automatic
Cadillac,SRX,2007,Silver,Local Used,181712,3600,LAGOS,Registered,Registered,Automatic
Kia,Optima,2006,Silver,Local Used,351326,2700,N/A,Registered,Imported,AMT
Toyota,RAV4,2014,Blue,Local Used,191690,2500,LAGOS,Registered,Registered,Automatic
Nissan,Primera,1993,Green,Local Used,N/A,1600,OGUN,Registered,Imported,Manual
Ford,Escape,2004,Gray,Foreign Used,167562,3000,N/A,Imported,Imported,Automatic
Lexus,GX,2003,Black,Local Used,109548,3700,Rivers,Registered,Registered,Automatic
BMW,X3,2008,Silver,Local Used,202910,3000,N/A,Registered,Imported,Automatic
Toyota,Camry,2007,Gray,Local Used,353263,3500,N/A,Registered,Registered,Automatic
Toyota,Camry,2013,Blue,Foreign Used,231015,2500,N/A,Imported,Imported,Automatic
Mercedes-Benz,GLE-Class,2016,Black,Foreign Used,220003,3000,N/A,Imported,Imported,Automatic
Ford,F-150,2010,Black,Foreign Used,155023,5400,N/A,Imported,Imported,Automatic
Honda,Accord,2004,Blue,Local Used,324952,2400,ENUGU,Registered,Registered,Automatic
Pontiac,Vibe,2007,Blue,Foreign Used,478513,1800,N/A,Imported,Imported,Automatic
Audi,A4,2007,Black,Local Used,301833,2000,N/A,Registered,Imported,Automatic
Mercedes-Benz,C320,2000,Blue,Local Used,944639,3000,DELTA STATE,Registered,Imported,Automatic
Geely,Emgrand EC7,2010,Gray,Local Used,169483,1800,N/A,Registered,Brand new,Manual
Mercedes-Benz,R-Class,2007,Gray,Local Used,189500,3500,N/A,Registered,Imported,Automatic
Nissan,Pathfinder,2016,White,Local Used,116516,3500,LAGOS,Registered,Imported,Automatic
Toyota,RAV4,2014,Black,Local Used,160009,2500,N/A,Registered,Imported,CVT
Ford,Edge,2007,Off white,Local Used,297115,3500,NIGER,Registered,Registered,Automatic
Toyota,Camry,2013,Beige,Local Used,256179,2500,FCT,Registered,Imported,Automatic
Volkswagen,Eos,2007,Silver,Local Used,121941,2000,Lagos,Registered,Imported,Automatic
Honda,Accord,2019,White,Foreign Used,49212,1500,N/A,Imported,Imported,Automatic
Mercedes-Benz,GLE-Class,2016,Black,Foreign Used,136695,3000,N/A,Imported,Imported,Automatic
Toyota,Matrix,2003,Blue,Local Used,109413,1800,EDO,Registered,Registered,Automatic
Mercedes-Benz,GLK-Class,2013,White,Foreign Used,201874,3500,N/A,Imported,Imported,Automatic
Toyota,Corolla,2022,Black,Local Used,12887,2000,N/A,Registered,Registered,Automatic
Mitsubishi,SpaceWagon,1999,Gray,Local Used,211597,N/A,N/A,Registered,Registered,Manual
Nissan,Sunny,2011,Black,Local Used,156132,1600,ABUJA,Registered,Registered,Manual
Toyota,Camry,2002,Silver,Local Used,362059,N/A,Abuja,Registered,Imported,Automatic
Mercedes-Benz,190,1991,Blue,Local Used,135508,1800,LAGOS,Registered,Registered,Manual
Toyota,Avalon,2008,Black,Local Used,173798,3500,EDO,Registered,Registered,Automatic
Lexus,ES,2006,White,Local Used,207452,3300,Abuja,Registered,Imported,Automatic
Mazda,Tribute,2003,Green,Local Used,151970,3000,ENUGU,Registered,Imported,Automatic
Mercedes-Benz,GLE-Class,2017,Black,Foreign Used,63773,3500,N/A,Imported,Imported,Automatic
Honda,Accord,2008,Gold,Local Used,328308,2400,N/A,Registered,Imported,Automatic
Ford,Explorer,2016,Brown,Local Used,79332,3500,N/A,Registered,Imported,Automatic
Lexus,ES,2008,White,Local Used,117491,3500,N/A,Registered,Imported,Automatic
BMW,7 Series,2013,Blue,Foreign Used,68370,4400,N/A,Imported,Imported,Automatic
Toyota,Camry,2012,Black,Local Used,249676,2500,N/A,Registered,Imported,Automatic
Volkswagen,Passat,2003,Red,Local Used,188124,1800,N/A,Registered,Registered,Automatic
Toyota,Highlander,2014,Blue,Foreign Used,153568,3700,N/A,Imported,Imported,Automatic
Honda,Accord,2008,Red,Local Used,228664,3500,N/A,Registered,Registered,Automatic
Honda,Accord,2007,Silver,Local Used,101924,3500,ABUJA,Registered,Registered,Automatic
Toyota,Corolla,2018,Blue,Local Used,105574,1800,LAGOS,Registered,Imported,Automatic
Chevrolet,Blazer,2019,Red,Foreign Used,41337,3500,N/A,Imported,Imported,Automatic
Mercedes-Benz,C-Class,2017,Silver,Foreign Used,95656,3000,N/A,Imported,Imported,Automatic
Hyundai,Elantra,2012,Black,Foreign Used,273077,1800,N/A,Imported,Imported,Automatic
Toyota,Highlander,2014,Silver,Foreign Used,105677,3500,N/A,Imported,Imported,Automatic
Toyota,Tacoma,2014,Blue,Foreign Used,81394,3500,N/A,Imported,Imported,Automatic
Volvo,S80,2009,Black,Local Used,258949,3200,LAGOS,Registered,Imported,Automatic
Mitsubishi,Outlander Sport,2012,Black,Local Used,191805,3000,N/A,Registered,Imported,Automatic
Toyota,Camry,2014,Silver,Local Used,66419,2500,KADUNA,Registered,Imported,Automatic
Volkswagen,Golf,2000,Blue,Local Used,297197,1800,ENUGU,Registered,Registered,Automatic
Mercedes-Benz,GL-Class,2007,Black,Local Used,1288997,4600,LAGOS,Registered,Imported,Automatic
Honda,Accord,1998,Green,Local Used,254171,1600,N/A,Registered,Registered,Automatic
Mercedes-Benz,GLA-Class,2019,White,Foreign Used,128481,3500,N/A,Imported,Imported,Automatic
Ford,Transit,2012,White,Local Used,128713,2500,LAGOS,Registered,Registered,Automatic
Honda,Accord,2009,Red,Local Used,158921,2400,N/A,Registered,Registered,Automatic
Toyota,Camry,2012,Gray,Foreign Used,294581,2500,N/A,Imported,Imported,Automatic
Toyota,Camry,2007,White,Local Used,334156,2400,LAGOS,Registered,Registered,Automatic
Toyota,Camry,2007,Black,Local Used,195685,3500,N/A,Registered,Registered,Automatic
Toyota,Camry,2006,Red,Local Used,154511,N/A,ABUJA,Registered,Registered,Automatic
Toyota,Land Cruiser,2011,White,Foreign Used,121389,5700,N/A,Imported,Imported,Automatic
Lexus,LS,2012,White,Local Used,18035,4600,N/A,Registered,Imported,Automatic
Peugeot,407,2005,Gray,Local Used,1,2000,KADUNA,Registered,Registered,Manual
Mazda,5,2007,Black,Foreign Used,111212,2300,N/A,Imported,Imported,Manual
Citroen,C4,2008,Gold,Local Used,N/A,1800,N/A,Registered,Imported,Manual
Mazda,3,2007,Gold,Local Used,188119,2000,Abuja,Registered,Registered,Automatic
Ford,Edge,2009,Gray,Local Used,324113,3500,Lagos,Registered,Registered,Automatic
Nissan,Pathfinder,2014,Black,Local Used,153831,3500,N/A,Registered,Imported,Automatic
Mercedes-Benz,E200,1980,Gray,Local Used,111526,1999,Lagos,Registered,Registered,Automatic
Toyota,Land Cruiser,2007,Black,Local Used,75288,4700,Abuja,Registered,Registered,Automatic
Toyota,Camry,2003,Green,Local Used,171020,3000,LAGOS,Registered,Registered,Automatic
BMW,520i,2007,Black,Local Used,277833,3800,Lagos,Registered,Imported,Manual
Acura,MDX,2004,Silver,Local Used,229740,3000,N/A,Registered,Registered,Automatic
Toyota,Corolla,2015,White,Local Used,234130,1800,DELTA,Registered,Imported,CVT
Kia,Sorento,2024,Black,Local Used,1991,2500,N/A,Registered,Brand new,Automatic
Acura,MDX,2009,White,Local Used,318844,3700,Lagos,Registered,Imported,Automatic
Toyota,Camry,2001,Gray,Local Used,410929,2200,EDO,Registered,Registered,Automatic
Toyota,Camry,2007,Gray,Local Used,187811,2400,LAGOS,Registered,Imported,Automatic
Hyundai,Sonata,2014,Silver,Foreign Used,170506,1800,N/A,Imported,Imported,Automatic
Toyota,Fortuner,2020,Gray,Foreign Used,42438,2700,N/A,Imported,Imported,Automatic
Toyota,Corolla,2006,Blue,Local Used,154607,1800,LAGOS,Registered,Imported,Manual
Ford,Explorer,2013,White,Local Used,160782,3500,LAGOS,Registered,Imported,Automatic
Chevrolet,Camaro,2012,Black,Foreign Used,227314,3600,N/A,Imported,Imported,Automatic
Ford,Explorer,2004,Silver,Local Used,200995,3800,LAGOS,Registered,Registered,Automatic
Lexus,ES,2002,Burgandy,Local Used,181988,3000,N/A,Registered,Registered,Automatic
Toyota,Corolla,2014,Black,Foreign Used,141929,1800,N/A,Imported,Imported,Automatic
Toyota,Corolla,2006,Red,Local Used,231358,1800,LAGOS,Registered,Registered,Automatic
Lexus,RX 300,1999,Black,Local Used,392490,3000,N/A,Registered,Imported,Automatic
Infiniti,QX60,2017,Black,Local Used,94398,3500,Lagos,Registered,Imported,Automatic
Mercedes-Benz,E350,2007,Black,Local Used,298754,3500,Lagos,Registered,Registered,Automatic
Toyota,Land Cruiser Prado,2009,Black,Local Used,137839,2700,LAGOS,Registered,Registered,Automatic
Honda,Accord,1999,Gold,Local Used,N/A,3000,N/A,Registered,Registered,Automatic
Honda,CR-V,2010,Blue,Local Used,18115,2400,N/A,Registered,Imported,Automatic
Land Rover,Range Rover,2014,Black,Foreign Used,80785,5000,N/A,Imported,Imported,Automatic
Toyota,Land Cruiser Prado,2007,Black,Local Used,10933,4000,N/A,Registered,Registered,Automatic
Toyota,Camry,2019,Black,Local Used,39615,2500,Abuja,Registered,Imported,Automatic
Honda,Accord,2012,Black,Local Used,157518,2000,ABUJA,Registered,Brand new,Automatic
Ford,Focus,2001,Blue,Foreign Used,356975,2000,N/A,Imported,Imported,Manual
Toyota,Camry,2014,Black,Local Used,240588,2500,LAGOS,Registered,Registered,CVT
Volkswagen,Passat,2012,Black,Local Used,59080,2400,LAGOS,Registered,Imported,Automatic
Toyota,Land Cruiser,2015,Silver,Foreign Used,74541,5700,N/A,Imported,Imported,Automatic
Acura,TL,2004,Silver,Foreign Used,28652,3200,N/A,Imported,Imported,Automatic
Infiniti,FX,2005,Silver,Local Used,95476,4500,N/A,Registered,Imported,Automatic
Mercedes-Benz,E350,2016,Gray,Foreign Used,132036,3500,N/A,Imported,Imported,Automatic
Volkswagen,Golf,2004,Red,Local Used,218978,2000,LAGOS,Registered,Registered,Manual
Toyota,Sienna,2007,Red,Foreign Used,99815,3500,N/A,Imported,Imported,Automatic
Toyota,Camry,2005,Gray,Local Used,244491,2400,Lagos State,Registered,Registered,Automatic
Honda,Accord,2013,Black,Local Used,323940,2400,N/A,Registered,Registered,Automatic
Toyota,Corolla,2015,Gray,Local Used,237564,1800,ABUJA,Registered,Registered,Automatic
Toyota,Camry,2002,Gold,Local Used,215431,2400,N/A,Registered,Registered,Automatic
Ford,Edge,2007,White,Local Used,179876,3500,N/A,Registered,Registered,Automatic
Ford,Ranger,2015,Black,Local Used,184203,4000,LAGOS,Registered,Imported,Manual
Mercedes-Benz,GL-Class,2007,Silver,Local Used,122596,4700,Lagos,Registered,Imported,Automatic
Toyota,Avalon,2007,Silver,Local Used,147722,3500,N/A,Registered,Registered,Automatic
Mercedes-Benz,C240,2001,Silver,Local Used,15902,2600,LAGOS,Registered,Registered,Automatic
Lexus,IS,2007,Red,Local Used,190087,3700,Lagos,Registered,Imported,Automatic
Lexus,IS,2016,Gray,Foreign Used,118630,2000,N/A,Imported,Imported,Automatic
Lexus,RX 330,2004,Brown,Local Used,34793,3300,Lagos,Registered,Registered,Automatic
Toyota,Highlander,2017,Silver,Foreign Used,100453,3500,N/A,Imported,Imported,Automatic
Honda,Ridgeline,2006,Red,Local Used,289779,3500,OGUN,Registered,Registered,Automatic
Mercedes-Benz,M Class,2007,Gray,Local Used,173254,3500,N/A,Registered,Imported,Automatic
Toyota,Corolla,2007,Gray,Local Used,298109,1800,N/A,Registered,Imported,Automatic
Honda,Accord,2012,Silver,Local Used,214494,2400,LAGOS,Registered,Brand new,Automatic
Brilliance,Splendor,2015,White,Local Used,145623,1800,N/A,Registered,Registered,Manual
Toyota,Camry,2024,Black,Brand New,150,2500,N/A,Brand new,Brand new,Automatic
Mercedes-Benz,CLA-Class,2015,Red,Local Used,36242,2500,RIVERS,Registered,Imported,Automatic
Hyundai,Elantra,2007,Gold,Local Used,406379,2000,ABUJA,Registered,Imported,Automatic
Toyota,Camry,2007,Black,Local Used,213242,2400,N/A,Registered,Imported,Automatic
Honda,Accord,2010,Red,Local Used,153820,2400,Lagos,Registered,Registered,Automatic
Mercedes-Benz,C300,2013,Black,Local Used,109084,3500,Abuja,Registered,Registered,Automatic
Lincoln,MKZ,2008,Black,Local Used,204740,3500,ABUJA,Registered,Registered,Automatic
Ford,F-150,2007,Black,Local Used,N/A,4200,N/A,Registered,Imported,Manual
Honda,Pilot,2005,Gray,Local Used,173892,3500,Lagos,Registered,Imported,Automatic
BMW,7 Series,2008,Blue,Local Used,261382,4800,LAGOS,Registered,Registered,Automatic
Toyota,Matrix,2009,Red,Foreign Used,307036,1800,N/A,Imported,Imported,Automatic
Ford,Explorer,2007,White,Local Used,588184,4600,Abuja,Registered,Imported,Automatic
Volkswagen,Jetta,2010,Black,Local Used,215471,2500,N/A,Registered,Registered,Automatic
Mercedes-Benz,S-Class,2014,Black,Local Used,230982,4600,N/A,Registered,Imported,Automatic
Honda,Odyssey,2003,Silver,Local Used,302871,3500,LAGOS,Registered,Registered,Automatic
Volkswagen,Passat,2011,Black,Local Used,257016,2000,LAGOS,Registered,Registered,Automatic
Honda,Civic,2007,Red,Foreign Used,398310,1700,N/A,Imported,Imported,Manual
Toyota,Sienna,2008,Green,Local Used,127108,3500,Lagos,Registered,Registered,Automatic
Mercedes-Benz,M Class,2014,White,Foreign Used,412053,3500,N/A,Imported,Imported,Automatic
Volkswagen,Jetta,2009,Off white,Local Used,123193,2500,LAGOS,Registered,Registered,Automatic
Mitsubishi,Spacestar,2002,Blue,Local Used,117030,1600,N/A,Registered,Registered,Automatic
Mercedes-Benz,M Class,2007,Black,Local Used,143100,3500,LAGOS,Registered,Registered,Automatic
Toyota,Highlander,2002,Silver,Local Used,288368,3800,LAGOS,Registered,Registered,Automatic
Toyota,Sienna,2007,Silver,Local Used,107297,3500,LAGOS,Registered,Imported,Automatic
Lexus,GX,2021,Black,Foreign Used,34697,4600,N/A,Imported,Imported,Automatic
Mercedes-Benz,E350,2010,Gray,Local Used,129329,3500,N/A,Registered,Registered,Automatic
Mercedes-Benz,GL-Class,2011,Black,Foreign Used,408402,4700,N/A,Imported,Imported,Automatic
Acura,MDX,2007,Black,Local Used,205612,3700,Abuja,Registered,Registered,Automatic
Toyota,Venza,2011,Gray,Local Used,185367,2700,N/A,Registered,Registered,Automatic
Mercedes-Benz,GLK-Class,2013,Black,Local Used,145811,3500,N/A,Registered,Imported,Automatic
Peugeot,307,2002,Silver,Foreign Used,218443,1608,N/A,Imported,Imported,Automatic
Acura,MDX,2013,Black,Foreign Used,156187,3500,N/A,Imported,Imported,Automatic
Pontiac,Vibe,2006,Blue,Local Used,417097,1800,LAGOS,Registered,Registered,Automatic
BMW,335i,2014,Brown,Local Used,11067,3000,N/A,Registered,Brand new,Automatic
Kia,Cerato,2011,Gray,Local Used,298729,1600,Lagos,Registered,Registered,Manual
Toyota,Tundra,2006,Black,Local Used,274471,4700,Lagos,Registered,Imported,Automatic
Honda,Pilot,2006,Black,Local Used,230707,3500,ABUJA,Registered,Registered,Automatic
Toyota,Sienna,2007,Silver,Local Used,168815,3300,LAGOS,Registered,Registered,Automatic
Lexus,IS,2008,Black,Local Used,159403,3500,LAGOS,Registered,Imported,Automatic
Mercedes-Benz,E350,2011,Black,Local Used,214866,3500,N/A,Registered,Registered,Automatic
Acura,MDX,2009,White,Foreign Used,82621,3700,N/A,Imported,Imported,Automatic
Ford,Escape,2010,Black,Foreign Used,254719,3000,N/A,Imported,Imported,Automatic
Toyota,Camry,2018,Silver,Local Used,91803,2500,N/A,Registered,Imported,Automatic
Toyota,Camry,2014,Black,Foreign Used,150402,2500,N/A,Imported,Imported,Automatic
Toyota,Camry,2004,Gray,Local Used,1470303,2400,N/A,Registered,Registered,Automatic
Volkswagen,Passat,1998,Blue,Local Used,213251,2500,LAGOS,Registered,Imported,Manual
Peugeot,807,2005,Silver,Foreign Used,195317,2000,N/A,Imported,Imported,Manual
Honda,Pilot,2008,Gray,Foreign Used,354326,3500,N/A,Imported,Imported,Automatic
Audi,A4,2008,Gray,Local Used,188732,2000,Lagos,Registered,Imported,Manual
Ford,Edge,2013,Green,Local Used,182825,3500,LAGOS,Registered,Imported,Automatic
Toyota,Land Cruiser Prado,2007,Black,Foreign Used,121875,2500,N/A,Imported,Imported,Automatic
Ford,Edge,2014,Gray,Local Used,91337,3500,LAGOS,Registered,Registered,Automatic
BMW,X5,2011,Black,Foreign Used,166639,3000,N/A,Imported,Imported,Automatic
Land Rover,Lr4,2010,Black,Local Used,72341,5000,LAGOS,Registered,Registered,Automatic
Toyota,Sienna,2008,Green,Local Used,151877,3500,ABUJA,Registered,Registered,Automatic
Honda,Accord,2006,Blue,Local Used,371321,3000,N/A,Registered,Registered,Automatic
Hyundai,Sonata,2018,Black,Foreign Used,46532,2400,N/A,Imported,Imported,Automatic
Toyota,Corolla,2005,Red,Local Used,238099,1800,Abuja,Registered,Registered,Automatic
Toyota,Camry,2003,Silver,Local Used,172134,2500,Lagos State,Registered,Imported,Automatic
Honda,Accord,2013,Black,Foreign Used,182761,2400,N/A,Imported,Imported,CVT
Honda,Odyssey,2007,Gray,Local Used,203058,3500,OGUN,Registered,Registered,Automatic
Toyota,Avalon,2013,Black,Local Used,52572,3500,Lagos,Registered,Registered,Automatic
Honda,Pilot,2006,Silver,Local Used,307050,3500,N/A,Registered,Registered,Automatic
Honda,Accord,1999,Blue,Local Used,233243,2000,OGUN,Registered,Registered,Automatic
Mercedes-Benz,C300,2011,White,Local Used,90566,3000,N/A,Registered,Registered,Automatic
Toyota,Corolla,2006,Gray,Local Used,182341,1800,Lagos State,Registered,Registered,Automatic
Honda,Accord,2011,Black,Local Used,176521,3500,N/A,Registered,Registered,Automatic
Lexus,RX 300,2000,White,Local Used,316801,3000,LAGOS,Registered,Registered,Automatic
Honda,Odyssey,2007,Blue,Local Used,212005,3500,Lagos,Registered,Imported,Automatic
Toyota,Camry,2011,Gray,Foreign Used,188878,2500,N/A,Imported,Imported,Automatic
Honda,Accord,2008,Black,Local Used,182685,2400,Lagos,Registered,Imported,Automatic
Toyota,Sienna,2008,Silver,Local Used,150804,3500,Lagos,Registered,Imported,Automatic
Mercedes-Benz,E350,2015,White,Local Used,149229,3500,Lagos,Registered,Imported,Automatic
Nissan,Altima,2007,Blue,Foreign Used,182069,2500,N/A,Imported,Imported,Automatic
Toyota,Avalon,2006,Red,Local Used,291208,3500,N/A,Registered,Imported,Automatic
Toyota,Tundra,2003,Gold,Local Used,224525,4700,AKWA IBOM,Registered,Registered,Automatic
Ford,Explorer,2002,Gold,Local Used,144378,4000,N/A,Registered,Imported,Automatic
Hyundai,Santa Fe,2016,Brown,Local Used,68488,3300,N/A,Registered,Imported,Automatic
Lexus,GX,2003,Gold,Local Used,369498,4700,FCT,Registered,Registered,Automatic
Mercedes-Benz,E200,1997,Silver,Local Used,100000,4200,Lagos,Registered,Imported,Automatic
Mercedes-Benz,GLK-Class,2011,Red,Foreign Used,103542,3500,N/A,Imported,Imported,Automatic
Toyota,Corolla,2002,Gold,Local Used,243979,1800,LAGOS,Registered,Imported,Automatic
Lexus,ES,2007,Silver,Local Used,166426,3500,ABUJA,Registered,Registered,Automatic
Bentley,Continental,2006,Black,Foreign Used,28292,6000,N/A,Imported,Imported,Automatic
Kia,Rio,2016,Gray,Local Used,94763,1400,LAGOS,Registered,Brand new,Automatic
Toyota,Camry,2007,Gray,Local Used,329382,2400,LAGOS,Registered,Registered,Automatic
Toyota,Avalon,2007,Black,Local Used,59613,3500,N/A,Registered,Registered,Automatic
Toyota,Camry,2012,Gray,Local Used,102488,2500,Rivers,Registered,Registered,Automatic
Toyota,RAV4,2018,Blue,Foreign Used,149055,2500,N/A,Imported,Imported,Automatic
Land Rover,Range Rover,2012,Black,Local Used,43933,5000,LAGOS,Registered,Imported,Automatic
Lexus,ES,2007,Black,Local Used,315071,3500,N/A,Registered,Registered,Automatic
Toyota,Avensis,2006,Blue,Local Used,104231,2000,LAGOS,Registered,Registered,Automatic
Mercedes-Benz,CLA-Class,2014,Gray,Foreign Used,275205,2000,N/A,Imported,Imported,Automatic
Honda,CR-V,2014,Silver,Local Used,64231,2400,LAGOS,Registered,Brand new,Automatic
Honda,Accord,2010,Brown,Local Used,291539,2400,ABUJA,Registered,Registered,Automatic
Volkswagen,Golf,1999,Black,Local Used,415867,1400,LAGOS,Registered,Imported,Manual
Lexus,GX,2014,White,Foreign Used,60681,4600,N/A,Imported,Imported,Automatic
Mazda,6,2005,Red,Local Used,132319,2300,N/A,Registered,Registered,Automatic
