amount,name,region,condition,mileage,image_url,details_url
2625000,Honda Accord 2006 Silver,"Rivers State, Port-Harcourt",Local Used,106916 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/162629205_MTgwLTEzNi1lNmNkYmE2MDZhLTE.jpg,https://www.cars45.com/jEY4wdZpJKykKERvjSM1qVF7nsljRk8
7800000,Toyota RAV4 2007 Black,"Lagos State, Lekki",Local Used,129662 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/162472247_MTgwLTEzNS0yMGQwMGE0ZDA4.jpg,https://www.cars45.com/jEY4wdZjftuSkKJp9JJv2obSSInHjEV
4725000,Lexus ES 2002 Beige,"Oyo State, Ibadan",Local Used,160888 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/162629868_MTgwLTEzNS0wN2U2ODc2MDJm.jpg,https://www.cars45.com/jEY4wdZTvqrrn0JDz66kwT4FoidjKHV
5250000,Toyota Corolla 2006 Blue,"Oyo State, Ibadan",Local Used,482800 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/162636134_MTgwLTEzNS00YjUzOWMwMTc4.jpg,https://www.cars45.com/jEY4wdZucyOqvsJ9fjAlvcMZQX2KBji
4200000,Toyota Corolla 2008 Black,"Delta State, Oshimili South",Local Used,142191 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/162566133_MTgwLTEzNS02NWM3MWNjMmNk.jpg,https://www.cars45.com/jEY4wdZq9rzfZ0svzJ2m6CzAsm0fXTy
4200000,Nissan Maxima 2005 Black,"Lagos State, Ikotun/Igando",Local Used,110525 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/162626195_MTgwLTEzNS0xZTg4ODViZDU0LTE.jpg,https://www.cars45.com/jEY4wdZhg01PXiJYUKi2da4mcPIw2Pp
42000000,Jeep Wrangler 2014 Black,"Oyo State, Ibadan",Local Used,91384 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/162617441_MTgwLTEzNS1jY2IzYTU3OGFkLTM.jpg,https://www.cars45.com/jEY4wdZOGPRlcXQXMfkDx2ZGdqMDKfp
1575000,Nissan Primera 1998 Silver,"Oyo State, Ibadan",Local Used,577304 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/162612451_MTgwLTEzNS00MTg2ZjUxNjVkLTE.jpg,https://www.cars45.com/jEY4wdZqZAztpBJ5tdyh4rjPTqDg83I
4095000,Toyota RAV4 Base FWD 2001 Blue,"Lagos State, Ikorodu",Local Used,200747 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/162627723_MTgwLTEzNS1mYzZkMGU5YjljLTE.jpg,https://www.cars45.com/jEY4wdZyJvb9m5JPYqPknHhMgK1gBWr
10920000,Toyota Camry 2007 Blue,"Lagos State, Alimosho",Foreign Used,304236 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/162466381_MTgwLTEzNS04MDVmZDAyNjI5.jpg,https://www.cars45.com/jEY4wdZuc0n6y3vIWQ0Iq5RNbEIUQDw
7350000,Kia Sportage 2013 Black,"Lagos State, Ikoyi",Local Used,128296 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/162610613_MTgwLTEzNS0xMTYyMGM5NDEyLTI.jpg,https://www.cars45.com/jEY4wdZmO45VXOqYfSwQFDneI61r7G0
15750000,Peugeot 508 2018 Black,"Abuja (FCT), Kubwa",Local Used,88855 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/162610417_MTgwLTEzNS05YTM5MzNiYTExLTE.jpg,https://www.cars45.com/jEY4wdZn7nHaFMHlMpi7RPqBnQphYeT
4680000,Lexus RX 300 4WD 2000 Brown,"Akwa Ibom State, Uyo",Local Used,129622 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/162618792_MTgwLTEzNS1kYmQ2NGI1ZTBm.jpg,https://www.cars45.com/jEY4wdZ9qbU7vpoFlzCeW1rE00wAd2X
3675000,Mercedes-Benz CLK 2003 Black,"Edo State, Benin City",Local Used,125190 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/162614379_MTgwLTEzNS1lNWRmNWJjZDllLTQ.jpg,https://www.cars45.com/jEY4wdZABoeaZXOUVbuJavDLZaNdrXp
58800000,Mercedes-Benz GLA-Class 2017 Black,"Lagos State, Lekki",Local Used,34800 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/162617456_MTgwLTEzNS01YTQzYzgxZDQ1LTE.jpg,https://www.cars45.com/jEY4wdZEwkJkXHZU23UQaNy8hoxHy3T
28350000,Toyota Land Cruiser Prado 2013 Black,"Lagos State, Ikoyi",Local Used,248027 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/162617711_MTgwLTEzNS00MWJlYzg5YjVjLTE.jpg,https://www.cars45.com/jEY4wdZtsPxBMFSppjcgpJHrflLZe2i
9360000,Lexus RX 2006 Black,"Lagos State, Ikeja",Local Used,Local Used,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/162615820_MTgwLTEzNS02YzEzYjhmNGE5.jpg,https://www.cars45.com/jEY4wdZypx8eFQHEmf5a5tEeszDGNL0
5720000,Lexus RX 300 2003 Gray,"Lagos State, Ikotun/Igando",Local Used,98868 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/162493219_MTgwLTEzNS0yOTAxZDVjNTA3.jpg,https://www.cars45.com/jlCs49Q7IkLuQHhIO9C567SSrgXh5m
12600000,GMC Terrain 2013 Black,"Lagos State, Ikeja",Local Used,364193 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/162614976_MTgwLTEzNS02ZjM0M2JhZjYwLTU.jpg,https://www.cars45.com/jEY4wdZW3i8iThXhsd975IV1LT3hP36
12048750,Toyota Venza V6 2010 White,"Abuja (FCT), Lugbe District",Local Used,236601 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/162600652_MTgwLTEzNi1lMTEwZTUzZDM3LTI.jpg,https://www.cars45.com/jEY4wdZAM4OFkYvPtItWRPJ5ZfgfjMN
3675000,BMW 5 Series 2009 Silver,"Oyo State, Ibadan",Foreign Used,173893 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/162552748_MTgwLTEzNS0wZjk2MDJkYWQ2LTE.jpg,https://www.cars45.com/jEY4wdZa0lQDdOlj5e94maqZcORYwfJ
4200000,Acura MDX 2008 White,"Abia State, Umuahia",Local Used,180342 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/162605393_MTgwLTEzNS1lNjM5NzVhZjBlLTQ.jpg,https://www.cars45.com/jEY4wdZjzy39yUjrPdlRoiiZLIOYC20
6760000,Honda Accord 2008 Silver,"Lagos State, Amuwo-Odofin",Local Used,223888 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/162559342_MTgwLTEzNS1hNGMyZjkyMDY1.jpg,https://www.cars45.com/jEY4wdZvinQ2RpEVW1vxQ7lO1qOU0gR
7560000,Lexus RX 350 2008 Gold,"Lagos State, Surulere",Local Used,215350 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/162558292_MTgwLTEzNS1kYzNmYzBlMzM2LTE.jpg,https://www.cars45.com/jEY4wdZPFel1IoLjfy1KF244Fcenctj
6300000,Toyota Corolla 2009 White,"Lagos State, Ogudu",Local Used,266965 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/162564441_MTgwLTE1Mi1mZGIwZjI0ZjkwLTI.jpg,https://www.cars45.com/jEY4wdZZDMGIwAler7TNYi3PYRoo9r1
40950000,Mercedes-Benz S-Class 2015 Black,"Lagos State, Ajah",Local Used,123334 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/162558154_MTgwLTEzNS01YThiMmJhODgwLTI.jpg,https://www.cars45.com/jEY4wdZcC3FfJJqdDhlOwwpjNry05F7
3675000,Lexus RX 300 2000 Black,"Lagos State, Ojodu",Local Used,548424 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/162565254_MTgwLTEzNS03ZGVhMjc0YmJj.jpg,https://www.cars45.com/jlCs49PRmOK0djKCWH0Vklgl6JYqdF
8320000,Toyota Camry 2008 Gold,"Abuja (FCT), Kubwa",Local Used,196164 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/162479589_MTgwLTEzNS1mYjA3MjY2YTc3.jpg,https://www.cars45.com/jEY4wdZyS2toTR3eNhPo4zjqbCtX3iW
11960000,Toyota Corolla 2009 Blue,"Abuja (FCT), Kubwa",Foreign Used,48751 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/162540130_MTgwLTEzNS03MjkwZjBiYzRm.jpg,https://www.cars45.com/jEY4wdZMCQBZfo3VW1pMsmjljnI37EX
101920000,Toyota Highlander 2022 White,"Abuja (FCT), Kubwa",Foreign Used,15523 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/162562106_MTgwLTEzNS0wM2ViZmM5NGVj.jpg,https://www.cars45.com/jEY4wdZkDap46i6dD0g5RCbPTTUUCYT
36400000,Toyota RAV4 2018 Red,"Abuja (FCT), Kubwa",Foreign Used,119765 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/162556098_MTgwLTEzNS0wNzlhNDhjNTlj.jpg,https://www.cars45.com/jEY4wdZIThhDpS0fnlOUIofS6bRNUNI
23920000,Toyota RAV4 2015 Black,"Abuja (FCT), Kubwa",Foreign Used,47768 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/162559305_MTgwLTEzNS0zZTE2YmFhYzVi.jpg,https://www.cars45.com/jEY4wdZyrsMPIQMEbqpjdh28VpLNZ4z
2288000,Honda Accord 5P 2001 Silver,"Rivers State, Port-Harcourt",Local Used,Local Used,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/162604857_MTgwLTEzNi1mNDVlODljZTZm.jpg,https://www.cars45.com/jEY4wdZZMbayYBBKAlGqrpkNsyhXhhq
7280000,Hyundai Elantra 2008 White,"Abuja (FCT), Jabi",Local Used,154894 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/162544764_MTgwLTEzNS1iMjZkYTUyY2Vm.jpg,https://www.cars45.com/jEY4wdZIPHIKg5s8cdGZbQm8z8AfEcM
3885000,Hyundai Elantra 2008 White,"Lagos State, Surulere",Local Used,240470 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/162548962_MTgwLTEzNS0yNjEyNzJhZDNhLTE.jpg,https://www.cars45.com/jEY4wdZwOkSjRkIl5mekJNkZBxHZxZP
9360000,Honda Accord 2009 Black,"Lagos State, Kosofe",Foreign Used,127467 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/162566560_MTgwLTEzNS03YmQ1NWExZmE4LTE.jpg,https://www.cars45.com/jEY4wdZ9U2uepBgCpUTs16yRorJPcfh
8320000,Toyota Camry 2010 Gray,"Abuja (FCT), Gudu",Local Used,75057 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/162536535_MTgwLTEzNi04MzY2OWJhMGM0.jpg,https://www.cars45.com/jEY4wdZvnxmVbCRQFS2gQ90DLI1vrOa
3675000,Infiniti QX4 2002 Black,"Abuja (FCT), Gwagwalada",Local Used,209090 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/162541651_MTgwLTEzNS0wZDRhZDgyNjk0LTM.jpg,https://www.cars45.com/jEY4wdZP0PjiBArxOAHuNAdjFFvAqmA
24440000,Mercedes-Benz C300 2015 Silver,"Lagos State, Lekki",Local Used,176858 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/162399635_MTgwLTEzNS00ZGVkMzk4MDkx.jpg,https://www.cars45.com/jEY4wdZOGKXExTYtuSZQ493USJOq1h2
6825000,Honda Crosstour 3.5 AWD 2011 Black,"Lagos State, Ojodu",Local Used,162683 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/162418628_MTgwLTEzNS01NWNlODdkZDRi.jpg,https://www.cars45.com/jEY4we016b58gwhZdKaOX7ctuN0DhHf
4725000,Toyota Corolla 2006 Gold,"Lagos State, Alimosho",Local Used,301370 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/162403438_MTgwLTEzNS00MDkxMmRlNGYx.jpg,https://www.cars45.com/jEY4wdZnMoZbrDvG0GsPzHp9cZa6WYh
3952000,Honda Accord 2003 Black,"Lagos State, Surulere",Local Used,483437 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/162541027_MTgwLTEzNS1hMWVlNDliMjVmLTE.jpg,https://www.cars45.com/jEY4wdZBFojXEIloCOvftZs8aJ3We98
13650000,BMW 325i 2014 Black,"Lagos State, Lekki",Local Used,175158 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/162551309_MTgwLTEzNS0yZjUwMWRlN2JjLTE.jpg,https://www.cars45.com/jEY4wdZB1YnjURRysA4ZephQFWpMqGj
15540000,Toyota Venza 2011 Black,"Lagos State, Lekki",Foreign Used,102501 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/162474670_MTgwLTEzNi1kMDI4MjdlMWFlLTE.jpg,https://www.cars45.com/jEY4wdZcMnNCKJvMOux2DHM3B0Q28TD
9135000,Toyota Sienna 2013 Gray,"Lagos State, Lekki",Local Used,80026 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/162554031_MTgwLTEzNi0wMjBiZDcwYWQwLTQ.jpg,https://www.cars45.com/jEY4wdZq3D1w3tHIHdWaSPOdbBfK15n
19320000,Mercedes-Benz GL-Class 2013 Black,"Lagos State, Ajah",Local Used,145630 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/162554273_MTgwLTEzNS01Yzg4MWU2YjI3LTE.jpg,https://www.cars45.com/jEY4wdZmXSrA7g5X9PmkUXmr84MELPE
44415000,Mercedes-Benz GLC-Class 2018 Silver,"Lagos State, Amuwo-Odofin",Foreign Used,78865 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/162554841_MTgwLTEzNS0xYjRlMzQyM2Vj.jpg,https://www.cars45.com/jEY4wdZKYhk55OraeO8aZBx2TvGTzdp
7350000,Mercedes-Benz C300 2008 Gray,"Ogun State, Abeokuta North",Local Used,281743 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/162413605_MTgwLTEzNS0wMDBjMjkyNzJk.jpg,https://www.cars45.com/jEY4wdZHx62xUSgmUFcd1XbocWbvEHp
4620000,Toyota Corolla LE 2007 Gray,"Rivers State, Port-Harcourt",Local Used,19039 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/162544449_MTgwLTEzNi1jMmNmNzk3ZmRlLTE.jpg,https://www.cars45.com/jEY4wdZxOENXiYHl6f722xb8tk75R39
3640000,Honda Accord 2003 Silver,"Abuja (FCT), Kubwa",Local Used,14588 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/162531680_MTgwLTEzNS1jYmM5MzZlMWEx.jpg,https://www.cars45.com/jEY4we01rNAaLLq2GotNNDSzfGl6l1z
4908750,Honda Accord 2010 Black,"Abuja (FCT), Garki 2",Local Used,Local Used,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/162545851_MTgwLTEzNS0zYzgxYjc1YTQ0LTE.jpg,https://www.cars45.com/jEY4wdZndQOOzmxriatx0z90Y6JGGkr
34650000,Lexus RX 350 2017 Black,"Delta State, Oshimili South",Local Used,107908 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/162544659_MTgwLTEzNS0wNmEwNTgyMGU4LTE.jpg,https://www.cars45.com/jEY4wdZLWFx4BUO5Ii54uoimqWUF2Wl
4888000,Lexus RX 300 1999 Silver,"Enugu State, Enugu",Local Used,294968 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/162517920_MTgwLTEwMS1kMzAyZmY1YmFm.jpg,https://www.cars45.com/jEY4we00MTvC8p2YRj6kQUuG8nVk1HO
6240000,Lexus RX 2001 Blue,"Lagos State, Amuwo-Odofin",Local Used,445651 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/162490892_MTgwLTEzNS03YjRhYTNmNGMz.jpg,https://www.cars45.com/jEY4wdZn7CM3NICN63vP6ln3RFGh5il
6760000,Honda Accord 2008 Blue,"Abuja (FCT), Garki 2",Local Used,Local Used,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/162462025_MTgwLTEzNS1iZTRmMTQxYWNh.jpg,https://www.cars45.com/jEY4we00hiStrVcFBsrkAIxOCSM6jr3
3675000,Mazda 3 2010 Black,"Abuja (FCT), Gwagwalada",Local Used,272139 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/162486843_MTgwLTEzNS1mZjY3ZDQ4M2VkLTM.jpg,https://www.cars45.com/jEY4wdZtRIBtJBc9MYUjX7n4AmROUG8
9975000,Mercedes-Benz M Class 2010 Silver,"Delta State, Oshimili South",Local Used,320981 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/162538950_MTgwLTEzNS02YTliYTM2NGJk.jpg,https://www.cars45.com/jEY4wdZA9nNCZ0YfcvqnICXclzFd29A
2940000,Toyota Yaris 2008 Black,"Edo State, Benin City",Local Used,Local Used,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/162537004_MTgwLTEzNS0wNjYxNDdmY2MxLTM.jpg,https://www.cars45.com/jEY4wdZcDJeC72ze0pFChBK4OfLFRud
8840000,Toyota Camry 2010 Silver,"Lagos State, Alimosho",Local Used,280747 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/162402583_MTgwLTEzNS1hZDY1NzMzZjM0.jpg,https://www.cars45.com/jEY4wdZrwiNLMZ1PNFvLb7XpjW42mI3
8190000,Lexus ES 350 2007 Blue,"Abuja (FCT), Karu",Local Used,233285 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/162475341_MTgwLTEzNS00Y2NmNWU3ZWFiLTE.jpg,https://www.cars45.com/jEY4wdZSvpRocaYCbQokQ1185YHfG3k
26250000,Lincoln MKZ 2017 Red,"Abuja (FCT), Wuse",Local Used,176588 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/162483927_MTgwLTEzNS02ZWE3YWE5NDNiLTE.jpg,https://www.cars45.com/jEY4wdZmsk008CEzokwcIfNWj3Cxqut
4200000,Hyundai Elantra 2009 Black,"Lagos State, Yaba",Local Used,179097 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/162529472_MTgwLTEzNS05OTM4YmMxNmE2LTE.jpg,https://www.cars45.com/jEY4wdZTNJ333pkd3N79jlirYisR7Y7
7350000,Toyota Corolla 2009 White,"Abuja (FCT), Wuse",Local Used,121340 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/162471615_MTgwLTEzNS01ZGE3MDY2Njlk.jpg,https://www.cars45.com/jEY4wdZtUPdBTLzaj8FRLdnjmiDZbhY
21840000,Toyota Sienna 2011 Gray,"Lagos State, Ilupeju",Local Used,50656 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/162387202_MTgwLTE1Mi1lNTU0MDg2ZmNl.jpg,https://www.cars45.com/jEY4wdZOXH7uomlBv0ScD27D3vJ9YhQ
18690000,Hyundai Elantra 2018 Red,"Abuja (FCT), Gwarinpa",Foreign Used,92807 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/162163957_MTgwLTEzNi1jMWM5NTZhMzFk.jpg,https://www.cars45.com/jEY4wdZtrmFUj2inBUod70Numg3chEB
27040000,Toyota Highlander 2015 Gold,"Abuja (FCT), Gwarinpa",Local Used,59082 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/162485512_MTgwLTEzNi0wZDYxZTU3OWZh.jpg,https://www.cars45.com/jEY4wdZpIY7RRdDB80wyW5H2WOt18oO
3150000,Nissan Pathfinder 2006 Gray,"Abuja (FCT), Kubwa",Local Used,197888 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/162485888_MTgwLTEzNS0xNjY2NWI5ZTM4LTE.jpg,https://www.cars45.com/jEY4wdZkjtOB6VayqBJJtIe7M47NKkO
3885000,Toyota Camry 2003 Black,"Abuja (FCT), Lugbe District",Local Used,237356 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/162475914_MTgwLTEzNi0zNTY2YmQ2YTc0.jpg,https://www.cars45.com/jEY4wdZENbz9H3SGvjqnHXZk9dgVjwV
8400000,Nissan NV3500 2014 White,"Lagos State, Yaba",Local Used,267194 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/162470996_MTgwLTEzNS0wM2U3NGQwMDE0LTE.jpg,https://www.cars45.com/jEY4wdZuOjC1F14idTkIhXToYzK5I7M
5806500,Mercedes-Benz M Class ML 350 4Matic 2008 Black,"Abuja (FCT), Lugbe District",Local Used,331295 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/162489201_MTgwLTEzNi1iOTYyNWE4YTEyLTE.jpg,https://www.cars45.com/jEY4wdZx9s0IydpBAk71X0JCm1wORtq
21840000,Toyota Avalon 2014 Burgandy,"Lagos State, Lekki",Foreign Used,125494 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/162488661_MTgwLTEzNS1lNDU2MTA1ZDMzLTE.jpg,https://www.cars45.com/jEY4wdZQplQeYS6cHPl9NQaz9HkLgGy
10920000,Toyota Sienna 2006 Gray,"Lagos State, Kosofe",Foreign Used,312826 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/162487997_MTgwLTEzNS1iOGMzZjg3YTI3LTE.jpg,https://www.cars45.com/jEY4wdZrJUx6FMLwJg3xoWRGo8iAxol
7176000,Toyota Camry 2006 Green,"Abuja (FCT), Gudu",Local Used,268974 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/162485813_MTgwLTEzNi1kZTM4M2E1ZjEz.jpg,https://www.cars45.com/jEY4wdZAt3MxpOLzMGDu2FN3MgOiklw
3780000,Toyota Camry 2003 Gold,"Lagos State, Ojodu",Local Used,176014 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/162385796_MTgwLTEzNS05YjhmOTQyNTM1.jpg,https://www.cars45.com/jEY4wdZxAbDa3qm0MvZ1xf2ywwz0MfU
2600000,Honda Accord 5P 2001 Silver,"Abuja (FCT), Lugbe District",Local Used,433770 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/162467362_MTgwLTEzNi02MDI4MDM4MDQy.jpg,https://www.cars45.com/jEY4wdZNcwImcDGkftdBq3v2ARehxkt
3885000,Nissan Pathfinder 2003 Gold,"Lagos State, Amuwo-Odofin",Local Used,272285 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/162460310_MTgwLTEzNS1mODY0ZTY0ZWQ1.jpg,https://www.cars45.com/jEY4wdZwPLXijkyZdpf1eulmIDDZI3l
23400000,Lexus RX 350 2010 Red,"Lagos State, Amuwo-Odofin",Foreign Used,296976 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/162454365_MTgwLTEzNS01ZWQyNDdjM2I1.jpg,https://www.cars45.com/jEY4wdZyVsMsKcjgrgFBsaC13DFaFBc
4935000,Honda Accord 2009 Brown,"Abuja (FCT), Wuse",Local Used,336770 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/162484644_MTgwLTEzNS05MWMwY2VjMjVm.jpg,https://www.cars45.com/jEY4wdZAPDPGGXFa1wi0zGcYiRVnAzE
5200000,Toyota Corolla 2003 Green,"Lagos State, Amuwo-Odofin",Local Used,298455 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/162482460_MTgwLTEzNS0xNmJlM2I4NGZi.jpg,https://www.cars45.com/jEY4wdZI4bK0IcuRB9CMA3pu3YdcmTm
9360000,Honda Crosstour 2011 White,"Lagos State, Isolo",Local Used,165274 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/162312543_MTgwLTEzNS1iMDZiNjNmMTdl.jpg,https://www.cars45.com/jEY4wdZLO0GTdiEYNSraJo6r898q1LB
6300000,Toyota Camry 2007 Silver,"Rivers State, Port-Harcourt",Local Used,144935 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/162480918_MTgwLTEzNS00ZmU4ZjJjNjFh.jpg,https://www.cars45.com/jEY4wdZVtSKPBwUaLW0WTm5Y1JfX1Tu
